0.070269,0.065923,0.062271,0.096115,0.089918,0.084591,0.12465,0.11647,0.10934,0.077366,0.07275,0.068827,0.10492,0.09838,0.092703,0.13495,0.12637,0.11883,0.083998,0.079166,0.075017,0.11302,0.1062,0.10024,0.1443,0.13542,0.12756,0.084134,0.078976,0.074572,0.11212,0.10501,0.098826,0.14232,0.13317,0.12512,0.090548,0.08521,0.080607,0.11996,0.11261,0.10617,0.15138,0.14196,0.13362,0.096421,0.090952,0.086198,0.12703,0.11952,0.11289,0.15948,0.14989,0.14134,0.099551,0.0935,0.088262,0.12937,0.12129,0.1142,0.16088,0.15073,0.14174,0.10509,0.098959,0.09361,0.13607,0.12788,0.12064,0.16859,0.15832,0.14916,0.11006,0.10389,0.098475,0.14202,0.13378,0.12645,0.17542,0.16509,0.15583
0.047706,0.045014,0.042819,0.065424,0.061464,0.058125,0.085338,0.079997,0.075398,0.053136,0.050251,0.047864,0.072242,0.068019,0.064418,0.093437,0.087776,0.082859,0.058343,0.055297,0.052745,0.078676,0.074237,0.070415,0.10099,0.095066,0.089884,0.057382,0.054138,0.051432,0.076811,0.07221,0.068271,0.09818,0.092134,0.086871,0.062486,0.059101,0.056247,0.083118,0.078323,0.074181,0.10558,0.099299,0.093792,0.06729,0.063797,0.060823,0.088972,0.084028,0.079725,0.11238,0.10592,0.10022,0.068205,0.064344,0.061066,0.089178,0.08389,0.079305,0.11179,0.10501,0.099061,0.072837,0.068897,0.065523,0.094837,0.08943,0.08471,0.11838,0.11146,0.10534,0.077122,0.073133,0.069691,0.10001,0.094527,0.08971,0.12436,0.11735,0.11111
0.028266,0.026664,0.025428,0.038959,0.036523,0.034535,0.051212,0.047856,0.045034,0.031856,0.030132,0.028775,0.043527,0.040912,0.03875,0.056733,0.05315,0.050106,0.035383,0.033555,0.032094,0.047946,0.045181,0.042869,0.062013,0.05824,0.055005,0.034162,0.032204,0.030641,0.046048,0.043188,0.040808,0.059394,0.055562,0.052295,0.037645,0.035595,0.033938,0.050414,0.047417,0.044898,0.06461,0.060602,0.057156,0.041009,0.038888,0.037153,0.054574,0.051468,0.048833,0.069529,0.065381,0.061788,0.0408,0.038442,0.03651,0.053817,0.0505,0.047694,0.068161,0.06383,0.060094,0.044082,0.04167,0.039674,0.057885,0.054476,0.05157,0.072979,0.068526,0.06466,0.047205,0.044757,0.042714,0.061706,0.058233,0.055251,0.077468,0.072927,0.068961
0.017538,0.015878,0.014585,0.024906,0.022473,0.020489,0.033565,0.030291,0.027552,0.020014,0.018231,0.016821,0.028173,0.025563,0.023412,0.037645,0.034147,0.031194,0.022484,0.020595,0.019083,0.031388,0.028627,0.026329,0.041619,0.03793,0.03479,0.021411,0.019423,0.017832,0.029743,0.026923,0.024585,0.039337,0.035629,0.03249,0.023851,0.021768,0.020085,0.032924,0.029965,0.027491,0.043273,0.039385,0.036069,0.026243,0.024085,0.022326,0.036007,0.032932,0.030344,0.047052,0.043016,0.039551,0.025822,0.023469,0.021547,0.035104,0.03187,0.029153,0.045596,0.041436,0.037877,0.028154,0.025742,0.023757,0.038123,0.03479,0.031971,0.049307,0.045015,0.04132,0.030407,0.027954,0.025921,0.041006,0.037599,0.034701,0.052825,0.04843,0.044627
0.020942,0.017997,0.015569,0.030466,0.026388,0.022953,0.041672,0.036385,0.031867,0.024229,0.021043,0.018392,0.034899,0.030502,0.026769,0.047282,0.041608,0.036726,0.027543,0.024144,0.021292,0.039323,0.034644,0.030643,0.052833,0.046817,0.041608,0.025665,0.022229,0.019359,0.036493,0.031848,0.027897,0.04898,0.043065,0.037971,0.028925,0.025291,0.022233,0.040855,0.035944,0.031739,0.054462,0.048222,0.042815,0.032163,0.02836,0.025138,0.045148,0.040008,0.03558,0.05982,0.053298,0.047616,0.031043,0.027075,0.023723,0.043167,0.037926,0.03343,0.056897,0.050337,0.044647,0.034175,0.030061,0.026564,0.047347,0.0419,0.037201,0.062134,0.055316,0.049371,0.037248,0.033015,0.029396,0.051413,0.045795,0.040921,0.067198,0.060162,0.053998
0.035337,0.030392,0.026211,0.05106,0.044319,0.038543,0.069198,0.060572,0.05311,0.041307,0.035946,0.031378,0.058996,0.051711,0.045426,0.079079,0.0698,0.061723,0.047414,0.04168,0.036758,0.067025,0.059252,0.052502,0.088985,0.079123,0.070486,0.042296,0.036663,0.031857,0.059965,0.052434,0.045935,0.080004,0.070507,0.062239,0.048134,0.042164,0.037036,0.067703,0.059722,0.052789,0.089607,0.079562,0.070766,0.054072,0.047802,0.042381,0.075484,0.067101,0.059777,0.099178,0.088646,0.079375,0.050106,0.043731,0.038248,0.069668,0.061315,0.054057,0.091519,0.081137,0.072046,0.055604,0.048984,0.043257,0.076977,0.068279,0.060678,0.1006,0.089786,0.080267,0.06119,0.054354,0.048407,0.084314,0.07531,0.0674,0.10963,0.098439,0.088536
0.044678,0.038805,0.03381,0.067334,0.058944,0.051718,0.093841,0.082752,0.073119,0.051477,0.045319,0.040042,0.0769,0.06805,0.060376,0.10623,0.094518,0.08428,0.058668,0.052247,0.046707,0.086823,0.077556,0.069466,0.1189,0.10663,0.095838,0.05174,0.045141,0.039482,0.076453,0.067266,0.059302,0.10506,0.093116,0.082681,0.057495,0.050779,0.044982,0.084708,0.075263,0.067023,0.1159,0.10356,0.092717,0.063842,0.056998,0.051054,0.093568,0.083865,0.07535,0.12732,0.1146,0.10336,0.06054,0.053055,0.046587,0.087303,0.077175,0.068341,0.1179,0.10499,0.093636,0.064857,0.057444,0.051004,0.093796,0.083632,0.074717,0.12669,0.11363,0.10209,0.069969,0.062587,0.056139,0.10115,0.090914,0.081886,0.13637,0.12313,0.11137
0.039412,0.033899,0.029212,0.06379,0.055567,0.048485,0.094562,0.083208,0.073342,0.03948,0.034432,0.030124,0.064438,0.056732,0.050061,0.096197,0.085378,0.075923,0.040572,0.035896,0.031893,0.066319,0.059026,0.052681,0.09922,0.088827,0.079695,0.050597,0.043762,0.037896,0.078103,0.068404,0.059991,0.11183,0.098901,0.0876,0.048391,0.042276,0.037009,0.075836,0.066961,0.059226,0.1099,0.097865,0.087287,0.047448,0.041929,0.037161,0.075071,0.06688,0.059709,0.10966,0.098365,0.088389,0.065297,0.056881,0.049597,0.09626,0.084824,0.07484,0.13316,0.1184,0.10543,0.060637,0.053193,0.046728,0.091019,0.080696,0.071644,0.12777,0.11422,0.10225,0.057324,0.050711,0.044952,0.087318,0.077953,0.06971,0.12405,0.11155,0.10046
0.047873,0.040955,0.035047,0.077283,0.067156,0.058418,0.11462,0.10077,0.088733,0.042757,0.036784,0.031667,0.070359,0.061452,0.05373,0.10614,0.093763,0.08294,0.038613,0.033451,0.029019,0.064418,0.056586,0.049771,0.098459,0.087409,0.077707,0.066157,0.057218,0.049516,0.10074,0.088298,0.077484,0.14292,0.12655,0.11222,0.058535,0.050819,0.044146,0.090928,0.080002,0.070465,0.13128,0.11668,0.10384,0.051898,0.045259,0.039502,0.081965,0.072416,0.064049,0.12014,0.10719,0.095763,0.088706,0.077486,0.067745,0.12846,0.11348,0.10038,0.17527,0.1562,0.13943,0.078558,0.068823,0.060337,0.11592,0.10273,0.091139,0.16083,0.1438,0.12874,0.069266,0.060869,0.05353,0.10394,0.092402,0.082232,0.14643,0.13134,0.11794
0.067503,0.058116,0.050071,0.10645,0.092964,0.081312,0.15472,0.13658,0.1208,0.05978,0.051616,0.044583,0.096167,0.084264,0.073919,0.14226,0.12602,0.11182,0.052851,0.045755,0.039621,0.086414,0.075944,0.066802,0.12974,0.11529,0.10258,0.09307,0.081029,0.070631,0.13853,0.12204,0.1077,0.1926,0.17123,0.15254,0.082663,0.072156,0.063035,0.1254,0.1108,0.098038,0.17731,0.15814,0.14127,0.072933,0.063802,0.055843,0.11247,0.099636,0.08836,0.16143,0.14437,0.12929,0.12353,0.10858,0.095575,0.17513,0.15546,0.13825,0.23443,0.20974,0.18803,0.11052,0.097386,0.085906,0.15944,0.14193,0.12653,0.21677,0.19451,0.17484,0.097954,0.086484,0.07642,0.14353,0.12807,0.11441,0.19794,0.17806,0.16041
